         1240882520 function calls (1240874123 primitive calls) in 692.787 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _bsplines.py:46(BSpline)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:199(_sanity_check)
        6    0.000    0.000    0.000    0.000 warnings.py:78(_add_filter)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
       40    0.000    0.000    0.000    0.000 scorer.py:47(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 miobase.py:7(<module>)
        2    0.000    0.000    0.006    0.003 _util.py:1(<module>)
       10    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
        1    0.000    0.000    0.000    0.000 ranking.py:8(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        1    0.000    0.000    0.000    0.000 rcv1.py:2(<module>)
        1    0.000    0.000    0.001    0.001 synchronize.py:11(<module>)
        1    0.000    0.000    0.000    0.000 online_lda.py:9(<module>)
        1    0.000    0.000    0.000    0.000 species_distributions.py:33(<module>)
        2    0.000    0.000    0.001    0.000 unsupervised.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
       16    0.000    0.000    0.000    0.000 core.py:1312(_replace_dtype_fields)
       13    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2657(__new__)
        1    0.000    0.000    0.003    0.003 mio.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:90(<module>)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000  692.796  692.796 profiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 tokenize.py:450(open)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _differentiable_functions.py:1(<module>)
        3    0.000    0.000    0.006    0.002 _validation.py:11(validate_graph)
        1    0.000    0.000    0.000    0.000 base.py:64(spmatrix)
        1    0.000    0.000    0.007    0.007 compressed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 approximate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
      177    0.000    0.000    0.000    0.000 stringsource:554(__get__)
        1    0.000    0.000    0.000    0.000 random.py:4(<module>)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
        1    0.000    0.000    0.000    0.000 mean_shift_.py:10(<module>)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.000    0.000 spectral_embedding_.py:1(<module>)
       47    0.000    0.000    0.000    0.000 core.py:3361(shape)
        1    0.000    0.000    0.000    0.000 image.py:4(<module>)
        1    0.000    0.000    0.000    0.000 locally_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lfw.py:22(<module>)
        1    0.000    0.000    0.000    0.000 _k_means_elkan.pyx:1(__Pyx_PyMODINIT_FUNC PyInit__k_means_elkan(void))
        1    0.000    0.000    0.000    0.000 isotonic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        4    0.000    0.000    0.000    0.000 textwrap.py:415(dedent)
        7    0.000    0.000    0.000    0.000 sputils.py:211(isshape)
        1    0.000    0.000    0.009    0.009 feedparser.py:20(<module>)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 rfe.py:7(<module>)
       13    0.000    0.000    0.000    0.000 function_base.py:241(iterable)
        6    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fb9c9f2d598}
       19    0.000    0.000    0.000    0.000 getlimits.py:518(min)
        1    0.000    0.000    0.001    0.001 hashlib.py:53(<module>)
        1    0.000    0.000    0.005    0.005 _root.py:7(<module>)
       16    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
       22    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1510(<listcomp>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 case.py:336(TestCase)
        1    0.000    0.000    0.000    0.000 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:69(search_function)
        2    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        2    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 message.py:106(Message)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idl.py:30(<module>)
        4    0.000    0.000    0.000    0.000 deprecation.py:49(_decorate_class)
        1    0.000    0.000    0.004    0.004 __init__.py:10(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:211(_acquireLock)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
       29    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 imputation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
       18    0.000    0.000    0.000    0.000 _util.py:128(_prune_array)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
      145    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 csr.py:171(tocsc)
        1    0.000    0.000    0.002    0.002 __init__.py:8(<module>)
       13    0.000    0.000    0.000    0.000 os.py:796(encode)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 export.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
       26    0.000    0.000    0.000    0.000 core.py:6553(__init__)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
       30    0.000    0.000    0.000    0.000 sputils.py:281(<genexpr>)
        2    0.000    0.000    0.000    0.000 function_base.py:1079(diff)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        2    0.000    0.000    0.000    0.000 warnings.py:22(formatwarning)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
      104    0.000    0.000    0.000    0.000 six.py:82(__init__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
       22    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 factor_analysis.py:14(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.016    0.016 sparse_pca.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:23(bsr_matrix)
        1    0.000    0.000    0.008    0.008 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mutual_info_.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hb.py:11(<module>)
        1    0.000    0.000    0.000    0.000 omp.py:2(<module>)
        1    0.000    0.000    0.000    0.000 supervised.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stop_words.py:4(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
       11    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        1    0.000    0.000    0.000    0.000 trf_linear.py:2(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:54(decorator)
        3    0.000    0.000    0.000    0.000 doccer.py:135(_doc)
        1    0.000    0.000    0.002    0.002 defmatrix.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.019    0.019 isomap.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:126(doc_note)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:483(cast)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
       21    0.000    0.000    0.000    0.000 getlimits.py:532(max)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:745(exec_module)
       12    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:138(Pool)
        4    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 truncated_svd.py:2(<module>)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:2092(cumsum)
       10    0.000    0.000    0.000    0.000 _multivariate.py:184(__init__)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4077(kappa4_gen)
        1    0.000    0.000    0.000    0.000 format_stack.py:12(<module>)
        1    0.000    0.000    0.000    0.000 lof.py:5(<module>)
       12    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:167(resample)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
       12    0.000    0.000    0.000    0.000 metaestimators.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 california_housing.py:20(<module>)
       81    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:123(<listcomp>)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.011    0.011 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:453(Enum)
        2    0.000    0.000    0.000    0.000 decorator.py:240(decorator)
        2    0.000    0.000    0.000    0.000 warnings.py:38(filterwarnings)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hb.py:362(HBMatrixType)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        1    0.000    0.000    0.000    0.000 multiclass.py:8(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:761(__init__)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        2    0.000    0.000    0.000    0.000 _methods.py:58(_mean)
       11    0.000    0.000    0.000    0.000 threading.py:72(RLock)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       94    0.000    0.000    0.000    0.000 ssl.py:131(<lambda>)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:4(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.001    0.001 _linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
        6    0.000    0.000    0.001    0.000 enum.py:215(__call__)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:478(Image)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        6    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      177    0.000    0.000    0.000    0.000 stringsource:513(__getbuffer__)
        4    0.000    0.000    0.000    0.000 warnings.py:62(simplefilter)
        1    0.000    0.000    0.000    0.000 huber.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:30(dok_matrix)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2264(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:356(<listcomp>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.014    0.014 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        9    0.000    0.000    0.000    0.000 doccer.py:231(unindent_string)
       32    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        1    0.000    0.000    0.098    0.098 DBCV.py:8(<module>)
       10    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        1    0.000    0.000    0.000    0.000 graph.py:6(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:260(__getattr__)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1447(trim_zeros)
       19    0.000    0.000    0.000    0.000 <string>:12(__new__)
        1    0.000    0.000    0.001    0.001 mds.py:3(<module>)
        1    0.000    0.000    0.001    0.001 backports.py:3(<module>)
        1    0.000    0.000    0.000    0.000 variance_threshold.py:4(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        5    0.000    0.000    0.019    0.004 six.py:85(__get__)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
       43    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
        1    0.000    0.000    0.000    0.000 compressed.py:599(_minor_reduce)
        1    0.000    0.000    0.000    0.000 sag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       10    0.000    0.000    0.000    0.000 data.py:22(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
        3    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        4    0.000    0.000    0.000    0.000 arraysetops.py:121(unique)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(datetime)
       18    0.000    0.000    0.000    0.000 core.py:993(__init__)
        2    0.000    0.000    0.000    0.000 sputils.py:21(upcast)
        1    0.000    0.000    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:366(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        9    0.000    0.000    0.000    0.000 abc.py:151(register)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.001    0.001 _binned_statistic.py:1(<module>)
       62    0.000    0.000    0.000    0.000 inspect.py:2442(annotation)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1605(URLopener)
        8    0.000    0.000    0.000    0.000 doccer.py:217(decorate)
        7    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.004    0.004 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:944(toarray)
        1    0.000    0.000    0.001    0.001 context.py:78(Semaphore)
        1    0.000    0.000    0.000    0.000 mlcomp.py:3(<module>)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:592(get)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 kde.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mmio.py:106(MMFile)
        1    0.000    0.000    0.000    0.000 defmatrix.py:70(matrix)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        8    0.000    0.000    0.000    0.000 random.py:250(choice)
        1    0.000    0.000    0.000    0.000 rfe.py:35(RFE)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:52(Hasher)
        1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
       22    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4651(t_gen)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.009    0.009 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        5    0.000    0.000    0.000    0.000 coo.py:228(getnnz)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 from_model.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:1104(searchsorted)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.015    0.015 k_means_.py:875(fit)
        1    0.000    0.000    0.000    0.000 regression.py:1(<module>)
        1    0.000    0.000    0.003    0.003 result.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.002    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:8(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:220(_releaseLock)
       13    0.000    0.000    0.000    0.000 __init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        2    0.000    0.000    0.003    0.002 warnings.py:10(showwarning)
        8    0.000    0.000    0.000    0.000 core.py:8046(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
       21    0.000    0.000    0.000    0.000 deprecation.py:34(__init__)
        1    0.000    0.000    0.001    0.001 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:358(Doc)
       19    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:344(_Pickler)
        1    0.000    0.000    0.000    0.000 __init__.py:243(<listcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:285(__members__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 dbscan_.py:4(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        2    0.000    0.000    0.000    0.000 doccer.py:155(_doc)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 _search.py:387(BaseSearchCV)
        1    0.000    0.000    0.000    0.000 netcdf.py:103(netcdf_file)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:101(<listcomp>)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:740(_construct_default_doc)
       12    0.000    0.000    0.000    0.000 __init__.py:675(__init__)
       23    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 metaestimators.py:121(if_delegate_has_method)
        6    0.000    0.000    0.000    0.000 core.py:443(_check_fill_value)
        8    0.000    0.000    0.000    0.000 core.py:8051(getdoc)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 mmio.py:5(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:687(issubdtype)
       49    0.000    0.000    0.000    0.000 base.py:86(get_shape)
        1    0.000    0.000    0.000    0.000 kernel_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1313(rv_continuous)
        1    0.000    0.000    0.000    0.000 data.py:187(_min_or_max)
        1    0.000    0.000    0.000    0.000 affinity_propagation_.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
       12    0.000    0.000    0.000    0.000 metaestimators.py:90(__init__)
        9    0.000    0.000    0.000    0.000 pathlib.py:368(_wrap_strfunc)
        1    0.000    0.000    0.000    0.000 optimize.py:10(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1558(_IPv4Constants)
       12    0.000    0.000    0.000    0.000 re.py:170(search)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        8    0.000    0.000    0.000    0.000 random.py:220(_randbelow)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
        1    0.000    0.000    0.000    0.000 request.py:264(Request)
        3    0.000    0.000    0.000    0.000 core.py:7763(asarray)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic_gradient.py:321(BaseSGDClassifier)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(decorating_function)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:22(lil_matrix)
        1    0.000    0.000    0.000    0.000 tarfile.py:717(TarInfo)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:427(rv_frozen)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 re.py:240(escape)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
       10    0.000    0.000    0.000    0.000 numeric.py:556(ascontiguousarray)
        1    0.000    0.000    0.001    0.001 bicluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
