         11614234 function calls (11606125 primitive calls) in 13.332 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
        1    0.000    0.000    0.000    0.000 kddcup99.py:9(<module>)
        1    0.000    0.000    0.000    0.000 classification.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ranking.py:8(<module>)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        4    0.000    0.000    0.000    0.000 deprecation.py:49(_decorate_class)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
        1    0.000    0.000    0.003    0.003 minpack.py:1(<module>)
       27    0.000    0.000    0.000    0.000 core.py:917(__init__)
        1    0.000    0.000    0.000    0.000 svmlight_format.py:11(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:88(<module>)
        1    0.000    0.000    0.008    0.008 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 theil_sen.py:4(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6553(__init__)
       44    0.000    0.000    0.000    0.000 base.py:213(nnz)
        1    0.000    0.000    0.041    0.041 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 label.py:9(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:975(_Unpickler)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 __init__.py:199(_sanity_check)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bicluster.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:69(search_function)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2264(_IPv6Constants)
        1    0.000    0.000    0.035    0.035 spectral.py:2(<module>)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:90(<module>)
        9    0.000    0.000    0.000    0.000 abc.py:151(register)
        1    0.000    0.000    0.001    0.001 samples_generator.py:3(<module>)
        1    0.000    0.000    0.000    0.000 covtype.py:11(<module>)
        1    0.000    0.000    0.000    0.000 online_lda.py:9(<module>)
       25    0.000    0.000    0.001    0.000 {method 'encode' of 'str' objects}
       37    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 __init__.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
       16    0.000    0.000    0.000    0.000 core.py:1312(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
      114    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 species_distributions.py:33(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1079(diff)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
        1    0.000    0.000    0.000    0.000 miobase.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
      104    0.000    0.000    0.000    0.000 six.py:82(__init__)
        7    0.000    0.000    0.000    0.000 sputils.py:200(isshape)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.001    0.001 hashlib.py:53(<module>)
        1    0.000    0.000    0.002    0.002 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:450(open)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
       12    0.000    0.000    0.000    0.000 metaestimators.py:140(<lambda>)
       29    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 fastica_.py:6(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
       10    0.000    0.000    0.000    0.000 base.py:78(set_shape)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 birch.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:1(<module>)
       80    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 idl.py:30(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 approximate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:63(spmatrix)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       21    0.000    0.000    0.000    0.000 getlimits.py:532(max)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
        2    0.000    0.000    0.001    0.000 unsupervised.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 netcdf.py:18(<module>)
        1    0.000    0.000    0.000    0.000 rfe.py:7(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
      213    0.000    0.000    0.000    0.000 stringsource:554(__get__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       10    0.000    0.000    0.000    0.000 base.py:71(__init__)
        1    0.000    0.000    0.009    0.009 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
        1    0.000    0.000    0.002    0.002 classes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       40    0.000    0.000    0.000    0.000 scorer.py:400(make_scorer)
       10    0.000    0.000    0.000    0.000 _multivariate.py:184(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
       12    0.000    0.000    0.000    0.000 numeric.py:156(ones)
       37    0.000    0.000    0.000    0.000 six.py:95(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       23    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 case.py:336(TestCase)
        1    0.000    0.000    0.000    0.000 spectral_embedding_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 olivetti_faces.py:21(<module>)
        1    0.000    0.000    0.000    0.000 random.py:4(<module>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
        4    0.000    0.000    0.000    0.000 warnings.py:10(showwarning)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa78dd18598}
        7    0.000    0.000    0.000    0.000 nonlin.py:1503(<listcomp>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.003    0.003 mio.py:3(<module>)
        1    0.000    0.000    0.018    0.018 __init__.py:100(<module>)
        1    0.000    0.000    0.000    0.000 _k_means_elkan.pyx:1(__Pyx_PyMODINIT_FUNC PyInit__k_means_elkan(void))
        4    0.000    0.000    0.000    0.000 textwrap.py:415(dedent)
        1    0.000    0.000    0.008    0.008 csr.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:20(<module>)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:10(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:211(_acquireLock)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
        1    0.000    0.000    0.001    0.001 mds.py:3(<module>)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.000    0.000 enum.py:453(Enum)
        1    0.000    0.000    0.000    0.000 mean_shift_.py:10(<module>)
       74    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        1    0.000    0.000    0.002    0.002 fitpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2923(<listcomp>)
        1    0.000    0.000    0.011    0.011 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 mutual_info_.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
       10    0.000    0.000    0.000    0.000 sputils.py:91(to_native)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
        1    0.000    0.000    0.000    0.000 multiclass.py:8(<module>)
        1    0.000    0.000    0.001    0.001 func_inspect.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 locally_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:4(<module>)
        1    0.000    0.000    0.018    0.018 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 warnings.py:38(filterwarnings)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:356(<listcomp>)
       12    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        2    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 trf_linear.py:2(<module>)
        4    0.000    0.000    0.000    0.000 polynomial.py:1071(__init__)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        1    0.000    0.000    0.000    0.000 california_housing.py:20(<module>)
        2    0.000    0.000    0.000    0.000 _methods.py:58(_mean)
        1    0.000    0.000    0.002    0.002 defmatrix.py:1(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:171(tocsc)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 factor_analysis.py:14(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 nearest_centroid.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 hb.py:11(<module>)
        1    0.000    0.000    0.001    0.001 _policybase.py:4(<module>)
        1    0.000    0.000    0.016    0.016 sparse_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isotonic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 huber.py:4(<module>)
        5    0.000    0.000    0.019    0.004 six.py:85(__get__)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 supervised.py:5(<module>)
        4    0.000    0.000    0.000    0.000 arraysetops.py:121(unique)
        6    0.000    0.000    0.001    0.000 enum.py:215(__call__)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:4(<module>)
       18    0.000    0.000    0.000    0.000 _util.py:128(_prune_array)
        1    0.000    0.000    0.000    0.000 truncated_svd.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       12    0.000    0.000    0.000    0.000 re.py:170(search)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        8    0.000    0.000    0.000    0.000 doccer.py:173(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
       10    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        1    0.000    0.000    0.002    0.002 __init__.py:8(<module>)
       10    0.000    0.000    0.000    0.000 data.py:22(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1558(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
       18    0.000    0.000    0.000    0.000 core.py:993(__init__)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 imputation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 export.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       13    0.000    0.000    0.000    0.000 os.py:796(encode)
       25    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 dbscan_.py:4(<module>)
        1    0.000    0.000    0.000    0.000 classification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:126(doc_note)
        1    0.000    0.000    0.000    0.000 omp.py:2(<module>)
        1    0.000    0.000    0.013    0.013 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:6(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:5(<module>)
      145    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:483(cast)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:687(issubdtype)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 stop_words.py:4(<module>)
       40    0.000    0.000    0.000    0.000 scorer.py:47(__init__)
        1    0.000    0.000    0.000    0.000 kernel_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:167(resample)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:761(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
       16    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
       19    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:42(normalize_encoding)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
        1    0.000    0.000    0.003    0.003 result.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 isotonic.py:140(IsotonicRegression)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 bayes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:2092(cumsum)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:592(get)
        1    0.000    0.000    0.000    0.000 regression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sag.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_stack.py:12(<module>)
        1    0.000    0.000    0.000    0.000 request.py:264(Request)
       10    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:240(<listcomp>)
        9    0.000    0.000    0.000    0.000 pathlib.py:368(_wrap_strfunc)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1447(trim_zeros)
        8    0.000    0.000    0.000    0.000 core.py:8046(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:296(__next__)
        1    0.000    0.000    0.017    0.017 k_means_.py:875(fit)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:54(decorator)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        4    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        3    0.000    0.000    0.000    0.000 core.py:7763(asarray)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 compressed.py:940(toarray)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 from_model.py:4(<module>)
       13    0.000    0.000    0.000    0.000 function_base.py:241(iterable)
        1    0.000    0.000    0.004    0.004 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       12    0.000    0.000    0.000    0.000 metaestimators.py:121(if_delegate_has_method)
       32    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        4    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
       12    0.000    0.000    0.000    0.000 metaestimators.py:90(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:285(rng)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        8    0.000    0.000    0.000    0.000 core.py:1423(getmaskarray)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:8(<module>)
        1    0.000    0.000    0.000    0.000 lof.py:5(<module>)
        2    0.000    0.000    0.000    0.000 reprlib.py:41(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1142(__init__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backports.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        6    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
       39    0.000    0.000    0.000    0.000 compressed.py:100(getnnz)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 hb.py:362(HBMatrixType)
        8    0.000    0.000    0.000    0.000 core.py:8051(getdoc)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 incremental_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.concatenate}
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:358(Doc)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_tocsc}
        1    0.000    0.000    0.000    0.000 mmio.py:5(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:1(<module>)
        4    0.000    0.000    0.000    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.000    0.000 regression.py:8(<module>)
        1    0.000    0.000    0.001    0.001 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        1    0.000    0.000    0.000    0.000 pathlib.py:366(_NormalAccessor)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 variance_threshold.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:717(TarInfo)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        5    0.000    0.000    0.019    0.004 six.py:128(_resolve)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:586(rv_generic)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 metaestimators.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:246(_ctypes)
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        1    0.000    0.000    0.000    0.000 data.py:2078(QuantileTransformer)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 compressed.py:973(__get_has_canonical_format)
        3    0.000    0.000    0.000    0.000 numerictypes.py:565(obj2sctype)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(datetime)
        1    0.000    0.000    0.000    0.000 affinity_propagation_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
       27    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.002    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
