         11614234 function calls (11606125 primitive calls) in 13.332 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    90004    0.101    0.000    1.000    0.000 fromnumeric.py:2227(amax)
   180162    0.094    0.000    0.851    0.000 {method 'sum' of 'numpy.ndarray' objects}
   360003    0.091    0.000    0.091    0.000 fromnumeric.py:1656(shape)
    90000    0.088    0.000    0.102    0.000 blas.py:218(find_best_blas_type)
   180000    0.088    0.000    0.088    0.000 distance.py:188(_filter_deprecated_kwargs)
   180165    0.073    0.000    0.756    0.000 _methods.py:34(_sum)
   362004    0.068    0.000    0.068    0.000 {method 'get' of 'dict' objects}
    90000    0.068    0.000    0.746    0.000 blas.py:325(get_blas_funcs)
   180425    0.066    0.000    0.084    0.000 numeric.py:504(asanyarray)
   420972    0.059    0.000    0.059    0.000 {method 'append' of 'list' objects}
    90000    0.055    0.000    2.369    0.000 distance.py:525(euclidean)
571517/571337    0.053    0.000    0.053    0.000 {built-in method builtins.len}
   280468    0.040    0.000    0.040    0.000 {built-in method builtins.isinstance}
    90000    0.040    0.000    0.294    0.000 {method 'all' of 'numpy.ndarray' objects}
   180000    0.035    0.000    0.035    0.000 distance.py:125(_args_to_kwargs_xdist)
      518    0.035    0.000    0.035    0.000 {built-in method marshal.loads}
    90039    0.033    0.000    0.254    0.000 _methods.py:45(_all)
    764/1    0.033    0.000   13.333   13.333 {built-in method builtins.exec}
   114/82    0.029    0.000    0.058    0.001 {built-in method _imp.create_dynamic}
   180000    0.028    0.000    0.028    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
   180004    0.027    0.000    0.027    0.000 {method 'lower' of 'str' objects}
   180171    0.025    0.000    0.025    0.000 {method 'pop' of 'dict' objects}
      301    0.016    0.000    0.040    0.000 doccer.py:12(docformat)
1259/1254    0.015    0.000    0.029    0.000 {built-in method builtins.__build_class__}
    90768    0.012    0.000    0.012    0.000 {method 'items' of 'dict' objects}
     4984    0.012    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:50(_path_join)
     2391    0.007    0.000    0.007    0.000 {built-in method posix.stat}
      969    0.007    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:1215(find_spec)
        1    0.007    0.007    0.007    0.007 {method 'argsort' of 'numpy.ndarray' objects}
     7347    0.006    0.000    0.006    0.000 {method 'splitlines' of 'str' objects}
      306    0.006    0.000    0.010    0.000 doccer.py:128(indentcount_lines)
      518    0.005    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:816(get_data)
    11186    0.004    0.000    0.004    0.000 {built-in method builtins.hasattr}
  732/731    0.004    0.000    0.049    0.000 <frozen importlib._bootstrap>:879(_find_spec)
        2    0.004    0.002    0.007    0.003 {scipy.sparse.csgraph._shortest_path.dijkstra}
      518    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:419(_validate_bytecode_header)
      518    0.004    0.000    0.004    0.000 {method 'read' of '_io.FileIO' objects}
     7336    0.004    0.000    0.004    0.000 {method 'expandtabs' of 'str' objects}
       10    0.004    0.000    0.013    0.001 _k_means_elkan.pyx:106(__pyx_fuse_1k_means_elkan)
    13591    0.003    0.000    0.004    0.000 {method 'join' of 'str' objects}
     4984    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:52(<listcomp>)
      672    0.003    0.000    0.003    0.000 inspect.py:2664(__init__)
      518    0.003    0.000    0.059    0.000 <frozen importlib._bootstrap_external>:729(get_code)
      345    0.003    0.000    0.006    0.000 inspect.py:2065(_signature_from_function)
    762/4    0.003    0.000    0.347    0.087 <frozen importlib._bootstrap>:966(_find_and_load)
      741    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0xa3ee00}
      650    0.003    0.000    0.010    0.000 <frozen importlib._bootstrap>:510(_init_module_attrs)
     1375    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:176(_get_module_lock)
     1036    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:246(cache_from_source)
    762/4    0.002    0.000    0.347    0.087 <frozen importlib._bootstrap>:939(_find_and_load_unlocked)
      714    0.002    0.000    0.041    0.000 <frozen importlib._bootstrap_external>:1101(_get_spec)
       96    0.002    0.000    0.064    0.001 _distn_infrastructure.py:1487(__init__)
    652/5    0.002    0.000    0.347    0.069 <frozen importlib._bootstrap>:659(_load_unlocked)
   189/69    0.002    0.000    0.006    0.000 sre_parse.py:491(_parse)
     4611    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     1375    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:94(acquire)
        6    0.002    0.000    0.002    0.000 core.py:3373(__setmask__)
      459    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
      101    0.002    0.000    0.007    0.000 pairwise.py:163(euclidean_distances)
     1375    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:119(release)
      650    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:321(__exit__)
3364/1682    0.002    0.000    0.243    0.000 <frozen importlib._bootstrap>:996(_handle_fromlist)
  672/345    0.002    0.000    0.012    0.000 inspect.py:2146(_signature_from_callable)
    12918    0.002    0.000    0.002    0.000 {built-in method builtins.min}
      143    0.001    0.000    0.002    0.000 sre_compile.py:248(_optimize_charset)
      109    0.001    0.000    0.021    0.000 _distn_infrastructure.py:626(_construct_argparser)
      334    0.001    0.000    0.015    0.000 _util.py:269(getargspec_no_self)
    16331    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
       84    0.001    0.000    0.027    0.000 __init__.py:356(namedtuple)
       64    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      636    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:513(spec_from_file_location)
    518/7    0.001    0.000    0.344    0.049 <frozen importlib._bootstrap_external>:659(exec_module)
   351/64    0.001    0.000    0.004    0.000 sre_compile.py:64(_compile)
    11006    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       71    0.001    0.000    0.001    0.000 _k_means.pyx:273(__pyx_fuse_1_centers_dense)
     4875    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:366(_verbose_message)
     4953    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      518    0.001    0.000    0.037    0.000 <frozen importlib._bootstrap_external>:474(_compile_bytecode)
  650/557    0.001    0.000    0.069    0.000 <frozen importlib._bootstrap>:570(module_from_spec)
      109    0.001    0.000    0.041    0.000 _distn_infrastructure.py:706(_construct_doc)
      161    0.001    0.000    0.005    0.000 abc.py:132(__new__)
     2390    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:68(_path_stat)
     1026    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__init__)
      762    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:163(__enter__)
      327    0.001    0.000    0.003    0.000 inspect.py:1750(_signature_bound_method)
        3    0.001    0.000    0.007    0.002 {scipy.sparse.csgraph._tools.csgraph_from_dense}
      632    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:342(_get_cached)
      102    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
     1010    0.001    0.000    0.001    0.000 inspect.py:2399(__init__)
       11    0.001    0.000    0.002    0.000 enum.py:88(__new__)
     2459    0.001    0.000    0.001    0.000 sre_parse.py:226(__next)
      132    0.001    0.000    0.004    0.000 validation.py:310(check_array)
     1038    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:56(_path_split)
      632    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1210(_get_spec)
        2    0.001    0.000    0.001    0.000 {method 'get_filename' of 'zipimport.zipimporter' objects}
      438    0.001    0.000    0.001    0.000 function_base.py:1912(__init__)
      613    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:195(_lock_unlock_module)
  576/291    0.001    0.000    0.001    0.000 sre_parse.py:167(getwidth)
     1632    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      509    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
     1135    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1064(_path_importer_cache)
      2/1    0.001    0.000    0.102    0.102 {method 'load_module' of 'zipimport.zipimporter' objects}
     1150    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:406(cached)
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
      816    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:372(__init__)
     2160    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:856(__exit__)
      903    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:78(_path_is_mode_type)
        1    0.001    0.001    0.001    0.001 nonlin.py:909(BroydenFirst)
       15    0.001    0.000    0.002    0.000 numeric.py:2350(within_tol)
     2160    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:852(__enter__)
   448/22    0.001    0.000    0.317    0.014 {built-in method builtins.__import__}
      518    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      132    0.001    0.000    0.001    0.000 validation.py:33(_assert_all_finite)
      714    0.001    0.000    0.042    0.000 <frozen importlib._bootstrap_external>:1133(find_spec)
       23    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
       47    0.001    0.000    0.001    0.000 my_exceptions.py:61(_mk_exception)
    931/8    0.001    0.000    0.345    0.043 <frozen importlib._bootstrap>:214(_call_with_frames_removed)
     1448    0.001    0.000    0.001    0.000 sre_parse.py:157(__getitem__)
     2019    0.000    0.000    0.001    0.000 sre_parse.py:247(get)
  290/212    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:972(_gcd_import)
      518    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.011    0.011 {scipy.sparse.csgraph._min_spanning_tree.minimum_spanning_tree}
        5    0.000    0.000    0.000    0.000 {method 'compress' of 'numpy.ndarray' objects}
      335    0.000    0.000    0.001    0.000 inspect.py:447(unwrap)
      714    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      762    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:170(__exit__)
      196    0.000    0.000    0.013    0.000 re.py:278(_compile)
     1036    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:45(_r_long)
      518    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:826(path_stats)
        1    0.000    0.000    0.067    0.067 _continuous_distns.py:5(<module>)
      334    0.000    0.000    0.000    0.000 _util.py:292(<listcomp>)
      518    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:382(_check_name_wrapper)
      837    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:87(_path_isfile)
     2600    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:324(<genexpr>)
     3535    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
     1355    0.000    0.000    0.001    0.000 inspect.py:2709(<genexpr>)
      102    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.c_einsum}
     1058    0.000    0.000    0.000    0.000 {built-in method from_bytes}
   161/64    0.000    0.000    0.006    0.000 sre_parse.py:429(_parse_sub)
      290    0.000    0.000    0.001    0.000 function_base.py:3895(add_newdoc)
       14    0.000    0.000    0.208    0.015 __init__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
      650    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:314(__enter__)
       65    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1047(_path_hooks)
      650    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(parent)
      109    0.000    0.000    0.006    0.000 _distn_infrastructure.py:591(__init__)
      327    0.000    0.000    0.002    0.000 inspect.py:2747(replace)
       10    0.000    0.000    0.003    0.000 k_means_.py:43(_k_init)
      714    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:789(find_spec)
     3804    0.000    0.000    0.000    0.000 inspect.py:2446(kind)
     3414    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     2057    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     2751    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      335    0.000    0.000    0.012    0.000 inspect.py:2733(from_callable)
      334    0.000    0.000    0.000    0.000 _util.py:306(<listcomp>)
       64    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1260(_fill_cache)
     1674    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       64    0.000    0.000    0.012    0.000 sre_compile.py:531(compile)
      650    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:310(__init__)
      557    0.000    0.000    0.000    0.000 stringsource:344(__cinit__)
     1167    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       64    0.000    0.000    0.001    0.000 sre_compile.py:412(_compile_info)
      101    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.dot}
       80    0.000    0.000    0.000    0.000 utils.py:74(__call__)
      650    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:225(_verbose_message)
      762    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(__init__)
      167    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
      178    0.000    0.000    0.001    0.000 enum.py:51(__setitem__)
     2450    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      518    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:786(__init__)
      164    0.000    0.000    0.001    0.000 fromnumeric.py:1821(sum)
      334    0.000    0.000    0.000    0.000 _util.py:296(<listcomp>)
      143    0.000    0.000    0.002    0.000 sre_compile.py:221(_compile_charset)
      155    0.000    0.000    0.000    0.000 shape_base.py:63(atleast_2d)
       64    0.000    0.000    0.007    0.000 sre_parse.py:819(parse)
   114/82    0.000    0.000    0.059    0.001 <frozen importlib._bootstrap_external>:903(create_module)
       64    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1178(__init__)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:911(exec_module)
      348    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      218    0.000    0.000    0.000    0.000 enum.py:301(__setattr__)
       84    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
     1026    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:190(cb)
      132    0.000    0.000    0.001    0.000 validation.py:125(_shape_repr)
        1    0.000    0.000    0.011    0.011 DBCV.py:130(_mutual_reach_dist_MST)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
      161    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
        2    0.000    0.000    0.000    0.000 six.py:1(<module>)
       71    0.000    0.000    0.000    0.000 {method 'partition' of 'numpy.ndarray' objects}
  145/106    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:1043(__import__)
      213    0.000    0.000    0.000    0.000 stringsource:994(memoryview_fromslice)
       71    0.000    0.000    0.000    0.000 functools.py:43(update_wrapper)
      335    0.000    0.000    0.012    0.000 inspect.py:2985(signature)
      334    0.000    0.000    0.000    0.000 _util.py:301(<listcomp>)
       15    0.000    0.000    0.002    0.000 numeric.py:2274(isclose)
       71    0.000    0.000    0.000    0.000 _k_means.pyx:273(_centers_dense)
     2288    0.000    0.000    0.000    0.000 inspect.py:2434(name)
      101    0.000    0.000    0.000    0.000 pairwise.py:34(_return_float_dtype)
       10    0.000    0.000    0.017    0.002 k_means_.py:383(_kmeans_single_elkan)
      672    0.000    0.000    0.000    0.000 sre_parse.py:165(append)
      146    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 core.py:2928(__array_finalize__)
      700    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
      502    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
      732    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:716(find_spec)
      226    0.000    0.000    0.000    0.000 _distn_infrastructure.py:714(<genexpr>)
      101    0.000    0.000    0.004    0.000 pairwise.py:58(check_pairwise_arrays)
       13    0.000    0.000    0.008    0.001 _distn_infrastructure.py:2669(__init__)
    28/11    0.000    0.000    0.000    0.000 abc.py:194(__subclasscheck__)
       29    0.000    0.000    0.000    0.000 core.py:2902(_update_from)
        2    0.000    0.000    0.011    0.006 __init__.py:56(<module>)
      872    0.000    0.000    0.000    0.000 sre_parse.py:242(match)
     1368    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      344    0.000    0.000    0.000    0.000 stringsource:652(memoryview_cwrapper)
      334    0.000    0.000    0.000    0.000 <string>:12(__new__)
      616    0.000    0.000    0.000    0.000 base.py:1202(isspmatrix)
      102    0.000    0.000    0.001    0.000 extmath.py:55(row_norms)
       84    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1086(_legacy_get_spec)
        6    0.000    0.000    0.001    0.000 enum.py:547(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3379(get_distribution_names)
      101    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      134    0.000    0.000    0.000    0.000 validation.py:104(_num_samples)
      290    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:919(_sanity_check)
      342    0.000    0.000    0.000    0.000 __init__.py:421(<genexpr>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
      342    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        1    0.000    0.000   13.333   13.333 profiler.py:1(<module>)
        5    0.000    0.000    0.169    0.034 __init__.py:4(<module>)
       10    0.000    0.000    0.001    0.000 inspect.py:1052(getfullargspec)
      351    0.000    0.000    0.000    0.000 sre_parse.py:105(__init__)
      544    0.000    0.000    0.000    0.000 sre_parse.py:153(__len__)
      146    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       28    0.000    0.000    0.000    0.000 ipaddress.py:2158(__init__)
      149    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
     1674    0.000    0.000    0.000    0.000 inspect.py:2739(parameters)
       64    0.000    0.000    0.005    0.000 sre_compile.py:516(_code)
        1    0.000    0.000    0.000    0.000 dict_vectorizer.py:5(<module>)
        1    0.000    0.000    0.002    0.002 _multivariate.py:4(<module>)
      396    0.000    0.000    0.000    0.000 validation.py:152(<genexpr>)
      311    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      106    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
        6    0.000    0.000    0.055    0.009 base.py:1(<module>)
        6    0.000    0.000    0.297    0.049 __init__.py:5(<module>)
      969    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:34(_relax_case)
        1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
        8    0.000    0.000    0.000    0.000 compressed.py:128(check_format)
      359    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
      335    0.000    0.000    0.000    0.000 inspect.py:467(_is_wrapper)
      650    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
      353    0.000    0.000    0.000    0.000 _distn_infrastructure.py:43(instancemethod)
        1    0.000    0.000    0.119    0.119 data.py:9(<module>)
        1    0.000    0.000    0.063    0.063 __init__.py:106(<module>)
       39    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
       64    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1301(path_hook_for_FileFinder)
       11    0.000    0.000    0.001    0.000 decorator.py:94(__init__)
        1    0.000    0.000    0.003    0.003 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       11    0.000    0.000    0.001    0.000 decorator.py:168(make)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1459(__init__)
       71    0.000    0.000    0.000    0.000 fromnumeric.py:601(partition)
       53    0.000    0.000    0.000    0.000 core.py:890(__init__)
       23    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
       64    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
      102    0.000    0.000    0.001    0.000 einsumfunc.py:983(einsum)
        5    0.000    0.000    0.000    0.000 function_base.py:25(linspace)
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_eliminate_zeros}
      101    0.000    0.000    0.000    0.000 extmath.py:115(safe_sparse_dot)
     1158    0.000    0.000    0.000    0.000 inspect.py:2438(default)
        1    0.000    0.000    0.021    0.021 __init__.py:634(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       36    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
        1    0.000    0.000    0.001    0.001 lapack.py:437(<module>)
       78    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
        2    0.000    0.000    0.006    0.003 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 DBCV.py:148(_cluster_density_sparseness)
      331    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
      187    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
       64    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        7    0.000    0.000    0.001    0.000 nonlin.py:1492(_nonlin_wrapper)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
      512    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(<genexpr>)
        4    0.000    0.000    0.000    0.000 numeric.py:2916(extend_all)
       23    0.000    0.000    0.000    0.000 sre_compile.py:374(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 message.py:106(Message)
  340/297    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       11    0.000    0.000    0.000    0.000 enum.py:121(<setcomp>)
      518    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:811(get_filename)
      8/6    0.000    0.000    0.001    0.000 compressed.py:25(__init__)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
      435    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       17    0.000    0.000    0.000    0.000 deprecation.py:68(_decorate_fun)
        1    0.000    0.000    0.001    0.001 socket.py:47(<module>)
        1    0.000    0.000    0.052    0.052 add_newdocs.py:10(<module>)
       80    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 factor_analysis.py:36(FactorAnalysis)
      734    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       19    0.000    0.000    0.000    0.000 sputils.py:119(get_index_dtype)
       73    0.000    0.000    0.000    0.000 sre_parse.py:312(_class_escape)
       87    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 rk.py:81(RungeKutta)
        1    0.000    0.000    0.010    0.010 _distn_infrastructure.py:5(<module>)
        5    0.000    0.000    0.080    0.016 __init__.py:3(<module>)
      330    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.008    0.008 __init__.py:180(<module>)
        1    0.000    0.000    0.000    0.000 mmio.py:106(MMFile)
       13    0.000    0.000    0.005    0.000 _distn_infrastructure.py:2718(_construct_docstrings)
      518    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:656(create_module)
      119    0.000    0.000    0.000    0.000 _util.py:173(check_random_state)
       34    0.000    0.000    0.000    0.000 getlimits.py:376(__new__)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.100    0.100 stats.py:156(<module>)
      132    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.021    0.011 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      557    0.000    0.000    0.000    0.000 stringsource:371(__dealloc__)
       13    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2658(__new__)
      148    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
       36    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
        1    0.000    0.000    0.010    0.010 distance.py:72(<module>)
        1    0.000    0.000    0.031    0.031 fixes.py:5(<module>)
        9    0.000    0.000    0.000    0.000 datetime.py:338(__new__)
        1    0.000    0.000    0.004    0.004 ssl.py:88(<module>)
        1    0.000    0.000    0.000    0.000 matlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
       51    0.000    0.000    0.000    0.000 _internal.py:715(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.002    0.002 Image.py:27(<module>)
        1    0.000    0.000    0.008    0.008 _discrete_distns.py:5(<module>)
        2    0.000    0.000    0.001    0.001 function_base.py:1(<module>)
      114    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:892(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2772(__new__)
       24    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        1    0.000    0.000    0.000    0.000 stochastic_gradient.py:907(BaseSGDRegressor)
       10    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 core.py:1695(mask_or)
